id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>
41590	videorecording	0.4982	0.4245	3	290	674	28
41615	virtual reality	0.1184	0.2177	5	209	345	32
41647	viruses	-0.6991	-0.599	1	236	494	37
41757	vital sign	0.0327	0.0154	5	304	663	33
41914	walking	0.5308	0.1735	5	207	472	23
42070	wave propagation	0.7254	0.481	5	183	385	20
42076	waveform	0.4697	0.8363	5	437	1485	51
42098	wavelet analysis	-0.3664	0.8564	4	314	887	38
42104	wavelet decomposition	-0.6568	0.8142	4	224	467	28
42126	wavelet transform	-0.2268	0.924	4	377	1218	56
42130	wavelet transforms	-0.3306	0.8311	4	457	1671	93
42138	wavelets transform	-0.4026	0.7798	4	304	760	41
42185	wearable computer	0.615	0.5908	5	251	673	27
42186	wearable computers	-0.3904	0.5915	5	255	545	36
42190	wearable devices	-0.2084	0.6294	5	396	1161	81
42199	wearable electronic device	0.3989	0.6578	5	207	464	15
42200	wearable electronic devices	0.3259	0.522	5	499	2162	89
42230	wearable sensors	-0.1862	0.4017	5	531	2149	143
42234	wearable technology	-0.1089	0.6062	5	534	2306	133
42552	wireless communication	-0.0987	0.1866	5	299	620	27
42647	workflow	0.5669	-0.1417	3	327	600	24
42669	world health organization	-0.2096	-0.0667	1	265	459	26
42691	wrist	0.2538	0.579	5	224	439	21
42738	x-ray computed tomography	1.0389	-0.2575	3	291	793	28
42771	xgboost	-0.6613	-0.7569	1	363	1007	87
42837	young adult	0.6695	0.5959	5	503	1973	69
